Data Filename,compound,Sample ID,Sample Name,Ret. Time,Area,Relative Retention Time,Peak Start,Peak End,Height,Std. Conc.,Conc.,T.Plate#,Width(5%),Width(50%)
20190517_048.lcd,succinate,D8,D8,12.375,51794,0.818,12.367,13.317,2338,-----,0,--,0,0
20190517_049.lcd,succinate,E8,E8,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_050.lcd,succinate,A9,A9,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_051.lcd,succinate,B9,B9,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_052.lcd,succinate,C9,C9,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_053.lcd,succinate,D9,D9,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_054.lcd,succinate,E9,E9,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_055.lcd,succinate,A10,A10,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_056.lcd,succinate,B10,B10,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_057.lcd,succinate,C10,C10,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_058.lcd,succinate,D10,D10,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_059.lcd,succinate,E10,E10,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_060.lcd,succinate,A11,A11,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_061.lcd,succinate,B11,B11,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_062.lcd,succinate,C11,C11,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_063.lcd,succinate,D11,D11,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_064.lcd,succinate,E11,E11,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_065.lcd,succinate,A12,A12,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_066.lcd,succinate,B12,B12,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_067.lcd,succinate,C12,C12,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_068.lcd,succinate,D12,D12,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_069.lcd,succinate,E12,E12,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_070.lcd,succinate,BLANK,Water,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_071.lcd,succinate,STD-0111,40 mM Mix,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_072.lcd,succinate,STD-0112,20 mM Mix,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_073.lcd,succinate,STD-0113,10 mM Mix,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_074.lcd,succinate,STD-0114,5 mM Mix,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_075.lcd,succinate,STD-0115,2.5 mM Mix,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_076.lcd,succinate,STD-0116,1 mM Mix,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_077.lcd,succinate,STD-0117,0.5 mM Mix,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_078.lcd,succinate,STD-0118,0.25 mM Mix,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_079.lcd,succinate,STD-0119,0.1 mM Mix,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_000.lcd,lactate,BLANK,No injection,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_001.lcd,lactate,STD-0111,40 mM Mix,12.611,2509407,0.824,12.35,13.375,103156,-----,41.0287,7431.089,0,0.335
20190517_002.lcd,lactate,STD-0112,20 mM Mix,12.63,1137356,0.824,12.367,13.4,47312,-----,18.59573,7531.823,0,0.333
20190517_003.lcd,lactate,STD-0113,10 mM Mix,12.64,560897,0.823,12.383,13.433,22885,-----,9.17065,7091.787,0,0.344
20190517_004.lcd,lactate,STD-0114,5 mM Mix,12.641,300025,0.823,12.383,13.45,12122,-----,4.9054,6961.126,0,0.347
20190517_005.lcd,lactate,STD-0115,2.5 mM Mix,12.642,163986,0.823,12.383,13.433,6660,-----,2.68116,6990.67,0,0.348
20190517_006.lcd,lactate,STD-0116,1 mM Mix,12.642,58161,0.823,12.383,13.417,2573,-----,0.95093,7449.674,0,0.335
20190517_007.lcd,lactate,STD-0117,0.5 mM Mix,12.644,28653,0.823,12.375,13.408,1264,-----,0.46848,7519.342,0,0.334
20190517_008.lcd,lactate,STD-0118,0.25 mM Mix,12.642,14034,0.823,12.383,13.317,631,-----,0.22945,7536.956,0,0.333
20190517_009.lcd,lactate,STD-0119,0.1 mM Mix,12.651,5022,0.823,12.392,13.208,235,-----,0.08211,7565.974,0,0.325
20190517_010.lcd,lactate,BLANK,Water,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_011.lcd,lactate,A1,A1,12.606,21033,0.827,12.492,13.117,1108,-----,0.34389,3516.134,0,0
20190517_012.lcd,lactate,B1,B1,12.604,14313,0.825,12.383,12.967,830,-----,0.23402,10702.483,0.512,0.301
20190517_013.lcd,lactate,C1,C1,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_014.lcd,lactate,E1,E1,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_015.lcd,lactate,F1,F1,12.626,53233,0.824,12.408,13.325,2165,-----,0.87036,4300.766,0,0
20190517_016.lcd,lactate,A2,A2,12.639,14685,0.826,12.467,12.9,1032,-----,0.2401,15443.049,0.409,0.252
20190517_017.lcd,lactate,B2,B2,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_018.lcd,lactate,C2,C2,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_019.lcd,lactate,D2,D2,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_020.lcd,lactate,E2,E2,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_021.lcd,lactate,A3,A3,12.607,9053,0.823,12.433,12.975,581,-----,0.14802,11410.62,0.484,0.28
20190517_022.lcd,lactate,B3,B3,12.648,2723,0.826,12.525,12.883,296,-----,0.04452,28053.625,0.314,0.189
20190517_023.lcd,lactate,C3,C3,12.483,31555,0.824,12.467,13.183,1663,-----,0.51593,--,0,0
20190517_024.lcd,lactate,D3,D3,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_025.lcd,lactate,E3,E3,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_026.lcd,lactate,A4,A4,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_027.lcd,lactate,B4,B4,12.522,76236,0.818,12.433,13.133,3323,-----,1.24646,158.604,0,0
20190517_028.lcd,lactate,D4,D4,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_029.lcd,lactate,E4,E4,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_030.lcd,lactate,F4,F4,12.643,11372,0.825,12.367,12.975,578,-----,0.18593,8440.461,0.564,0.336
20190517_031.lcd,lactate,A5,A5,12.627,17429,0.826,12.375,12.992,986,-----,0.28496,10280.128,0.526,0.307
20190517_032.lcd,lactate,B5,B5,12.619,541,0.823,12.458,12.992,110,-----,0.00884,25862.214,0.306,0.225
20190517_033.lcd,lactate,D5,D5,12.617,3718,0.833,12.442,12.992,210,-----,0.06079,10453.169,0.496,0.336
20190517_034.lcd,lactate,E5,E5,12.638,2797,0.835,12.45,12.992,177,-----,0.04574,10739.355,0.493,0.335
20190517_035.lcd,lactate,A6,A6,12.577,86629,0.829,12.383,13.033,3551,-----,1.41638,2010.469,0,0
20190517_036.lcd,lactate,B6,B6,12.575,150696,0.822,12.408,13.492,5510,-----,2.46388,1120.783,0,0
20190517_037.lcd,lactate,C6,C6,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_038.lcd,lactate,D6,D6,12.651,4924,0.834,12.458,13.025,260,-----,0.08052,9681.045,0.519,0.352
20190517_039.lcd,lactate,E6,E6,12.685,3839,0.838,12.442,13.008,200,-----,0.06277,9564.724,0.526,0.356
20190517_040.lcd,lactate,A7,A7,12.574,151610,0.824,12.35,13.442,5453,-----,2.47881,2491.677,0,0
20190517_041.lcd,lactate,B7,B7,12.45,53758,0.812,12.442,13.317,2592,-----,0.87895,--,0,0
20190517_042.lcd,lactate,C7,C7,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_043.lcd,lactate,D7,D7,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_044.lcd,lactate,E7,E7,12.658,4239,0.837,12.408,13.017,234,-----,0.06931,10076.938,0.51,0.335
20190517_045.lcd,lactate,A8,A8,12.591,72963,0.825,12.4,13.008,3187,-----,1.19293,2427.775,0,0
20190517_046.lcd,lactate,B8,B8,12.596,101233,0.822,12.475,13.283,4990,-----,1.65516,1824.347,0,0
20190517_047.lcd,lactate,C8,C8,12.619,6046,0.831,12.4,12.975,368,-----,0.09886,11091.185,0.508,0.304
20190517_048.lcd,lactate,D8,D8,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_049.lcd,lactate,E8,E8,12.619,52212,0.834,12.408,13.325,2165,-----,0.85367,4434.267,0,0
20190517_050.lcd,lactate,A9,A9,12.594,63179,0.823,12.425,13.133,2749,-----,1.03298,1746.968,0,0
20190517_051.lcd,lactate,B9,B9,12.584,82144,0.823,12.458,13.3,3757,-----,1.34304,1513.133,0,0
20190517_052.lcd,lactate,C9,C9,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_053.lcd,lactate,D9,D9,12.646,4403,0.836,12.458,13,277,-----,0.07199,10675.133,0.484,0.324
20190517_054.lcd,lactate,E9,E9,12.613,38836,0.834,12.425,13.4,1654,-----,0.63497,4143.408,0,0
20190517_055.lcd,lactate,A10,A10,12.492,75287,0.815,12.483,13.508,3781,-----,1.23095,--,0,0
20190517_056.lcd,lactate,B10,B10,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_057.lcd,lactate,C10,C10,12.492,39368,0.819,12.483,13.158,2183,-----,0.64367,--,0,0
20190517_058.lcd,lactate,D10,D10,12.631,15009,0.827,12.383,13.008,737,-----,0.2454,7261.286,0,0.351
20190517_059.lcd,lactate,E10,E10,12.508,113484,0.817,12.5,13.583,5451,-----,1.85545,--,0,0
20190517_060.lcd,lactate,A11,A11,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_061.lcd,lactate,B11,B11,12.603,69564,0.823,12.3,13.392,2564,-----,1.13737,4537.624,0,0.432
20190517_062.lcd,lactate,C11,C11,12.629,5627,0.834,12.417,13.017,317,-----,0.092,9168.218,0.53,0.331
20190517_063.lcd,lactate,D11,D11,12.673,3949,0.838,12.458,13.017,230,-----,0.06457,10464.644,0.513,0.327
20190517_064.lcd,lactate,E11,E11,12.593,47558,0.827,12.45,13.242,2095,-----,0.77756,2315.324,0,0
20190517_065.lcd,lactate,A12,A12,12.527,92499,0.818,12.475,13.567,4014,-----,1.51235,213.874,0,0
20190517_066.lcd,lactate,B12,B12,12.5,52711,0.817,12.492,13.375,2867,-----,0.86183,--,0,0
20190517_067.lcd,lactate,C12,C12,12.627,8175,0.832,12.367,13.017,402,-----,0.13367,7734.666,0.577,0.37
20190517_068.lcd,lactate,D12,D12,12.664,4657,0.838,12.433,13.008,265,-----,0.07614,9780.022,0.52,0.331
20190517_069.lcd,lactate,E12,E12,12.554,51936,0.829,12.442,13.225,2233,-----,0.84916,256.933,0,0
20190517_070.lcd,lactate,BLANK,Water,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_071.lcd,lactate,STD-0111,40 mM Mix,12.598,2609943,0.824,12.342,13.417,97770,-----,42.67247,6296.004,0,0.365
20190517_072.lcd,lactate,STD-0112,20 mM Mix,12.617,1151570,0.824,12.358,13.425,45123,-----,18.82813,6731.547,0,0.353
20190517_073.lcd,lactate,STD-0113,10 mM Mix,12.625,564987,0.823,12.367,13.442,21966,-----,9.23751,6487.455,0,0.36
20190517_074.lcd,lactate,STD-0114,5 mM Mix,12.638,304776,0.824,12.375,13.467,11665,-----,4.98308,6365.468,0,0.364
20190517_075.lcd,lactate,STD-0115,2.5 mM Mix,12.639,168366,0.824,12.375,13.492,6451,-----,2.75278,6394.265,0,0.363
20190517_076.lcd,lactate,STD-0116,1 mM Mix,12.645,65963,0.824,12.383,13.483,2569,-----,1.07849,6485.177,0,0.361
20190517_077.lcd,lactate,STD-0117,0.5 mM Mix,12.651,31157,0.824,12.4,13.433,1253,-----,0.50942,6514.982,0,0.36
20190517_078.lcd,lactate,STD-0118,0.25 mM Mix,12.644,13973,0.824,12.383,13.383,604,-----,0.22846,7091.159,0,0.346
20190517_079.lcd,lactate,STD-0119,0.1 mM Mix,12.644,4901,0.823,12.383,13.175,225,-----,0.08013,6972.517,0,0.339
20190517_000.lcd,formate,BLANK,No injection,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_001.lcd,formate,STD-0111,40 mM Mix,13.977,1800457,0.913,13.375,14.692,66795,-----,47.32468,9495.105,0,0.328
20190517_002.lcd,formate,STD-0112,20 mM Mix,14,781397,0.913,13.4,14.717,29769,-----,20.53887,9692.463,0,0.326
20190517_003.lcd,formate,STD-0113,10 mM Mix,14.019,363142,0.913,13.433,14.75,13916,-----,9.54511,9544.742,0,0.329
20190517_004.lcd,formate,STD-0114,5 mM Mix,14.018,186827,0.913,13.45,14.742,7186,-----,4.91072,9474.469,0,0.33
20190517_005.lcd,formate,STD-0115,2.5 mM Mix,14.018,102176,0.913,13.433,14.767,3931,-----,2.68567,9527.06,0,0.33
20190517_006.lcd,formate,STD-0116,1 mM Mix,14.02,30216,0.913,13.525,14.717,1437,-----,0.79423,11086.56,0.794,0.306
20190517_007.lcd,formate,STD-0117,0.5 mM Mix,14.022,14643,0.913,13.575,14.692,699,-----,0.38489,11056.729,0.79,0.306
20190517_008.lcd,formate,STD-0118,0.25 mM Mix,14.021,6970,0.912,13.658,14.575,348,-----,0.18322,12056.609,0.722,0.301
20190517_009.lcd,formate,STD-0119,0.1 mM Mix,14.021,2402,0.912,13.733,14.442,128,-----,0.06315,12437.088,0.604,0.293
20190517_010.lcd,formate,BLANK,Water,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_011.lcd,formate,A1,A1,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_012.lcd,formate,B1,B1,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_013.lcd,formate,C1,C1,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_014.lcd,formate,E1,E1,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_015.lcd,formate,F1,F1,13.986,20938,0.912,13.483,14.517,703,-----,0.55034,3790.217,0.905,0.499
20190517_016.lcd,formate,A2,A2,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_017.lcd,formate,B2,B2,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_018.lcd,formate,C2,C2,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_019.lcd,formate,D2,D2,13.931,7821,0.908,13.583,14.525,246,-----,0.20558,3658.425,0.881,0.567
20190517_020.lcd,formate,E2,E2,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_021.lcd,formate,A3,A3,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_022.lcd,formate,B3,B3,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_023.lcd,formate,C3,C3,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_024.lcd,formate,D3,D3,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_025.lcd,formate,E3,E3,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_026.lcd,formate,A4,A4,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_027.lcd,formate,B4,B4,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_028.lcd,formate,D4,D4,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_029.lcd,formate,E4,E4,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_030.lcd,formate,F4,F4,14.036,6169,0.916,13.817,14.567,260,-----,0.16216,6307.824,0.673,0.424
20190517_031.lcd,formate,A5,A5,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_032.lcd,formate,B5,B5,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_033.lcd,formate,D5,D5,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_034.lcd,formate,E5,E5,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_035.lcd,formate,A6,A6,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_036.lcd,formate,B6,B6,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_037.lcd,formate,C6,C6,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_038.lcd,formate,D6,D6,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_039.lcd,formate,E6,E6,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_040.lcd,formate,A7,A7,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_041.lcd,formate,B7,B7,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_042.lcd,formate,C7,C7,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_043.lcd,formate,D7,D7,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_044.lcd,formate,E7,E7,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_045.lcd,formate,A8,A8,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_046.lcd,formate,B8,B8,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_047.lcd,formate,C8,C8,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_048.lcd,formate,D8,D8,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_049.lcd,formate,E8,E8,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_050.lcd,formate,A9,A9,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_051.lcd,formate,B9,B9,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_052.lcd,formate,C9,C9,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_053.lcd,formate,D9,D9,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_054.lcd,formate,E9,E9,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_055.lcd,formate,A10,A10,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_056.lcd,formate,B10,B10,14.014,20079,0.925,13.425,14.65,543,-----,0.52778,2813.549,1.075,0.616
20190517_057.lcd,formate,C10,C10,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_058.lcd,formate,D10,D10,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_059.lcd,formate,E10,E10,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_060.lcd,formate,A11,A11,13.986,2879,0.924,13.625,14.242,153,-----,0.07566,12274.098,0.555,0.299
20190517_061.lcd,formate,B11,B11,14.008,4503,0.914,13.767,14.475,243,-----,0.11837,12516.108,0.637,0.295
20190517_062.lcd,formate,C11,C11,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_063.lcd,formate,D11,D11,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_064.lcd,formate,E11,E11,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_065.lcd,formate,A12,A12,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_066.lcd,formate,B12,B12,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_067.lcd,formate,C12,C12,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_068.lcd,formate,D12,D12,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_069.lcd,formate,E12,E12,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_070.lcd,formate,BLANK,Water,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_071.lcd,formate,STD-0111,40 mM Mix,13.967,1856422,0.913,13.417,14.75,63001,-----,48.7957,8344.639,0,0.351
20190517_072.lcd,formate,STD-0112,20 mM Mix,13.99,777803,0.913,13.425,14.75,28164,-----,20.4444,8998.132,0,0.338
20190517_073.lcd,formate,STD-0113,10 mM Mix,13.998,363203,0.913,13.442,14.775,13286,-----,9.54673,8945.397,0,0.34
20190517_074.lcd,formate,STD-0114,5 mM Mix,14.011,187505,0.913,13.467,14.8,6841,-----,4.92853,8819.311,0,0.342
20190517_075.lcd,formate,STD-0115,2.5 mM Mix,14.01,101305,0.913,13.492,14.775,3763,-----,2.66278,8849.881,0,0.341
20190517_076.lcd,formate,STD-0116,1 mM Mix,14.018,39152,0.913,13.483,14.783,1483,-----,1.02911,9045.6,0,0.338
20190517_077.lcd,formate,STD-0117,0.5 mM Mix,14.03,16764,0.913,13.617,14.658,705,-----,0.44064,9670.769,0,0.33
20190517_078.lcd,formate,STD-0118,0.25 mM Mix,14.02,7043,0.913,13.633,14.667,333,-----,0.18514,10804.719,0.781,0.311
20190517_079.lcd,formate,STD-0119,0.1 mM Mix,14.022,2327,0.913,13.708,14.433,121,-----,0.06116,12671.457,0.65,0.302
20190517_000.lcd,acetate,BLANK,No injection,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_001.lcd,acetate,STD-0111,40 mM Mix,15.31,1381456,1,14.692,16.908,43525,-----,56.35143,9095.206,0,0.368
20190517_002.lcd,acetate,STD-0112,20 mM Mix,15.337,586611,1,14.717,16.925,19843,-----,23.92864,9506.787,0,0.361
20190517_003.lcd,acetate,STD-0113,10 mM Mix,15.358,267206,1,14.75,16.925,9385,-----,10.89968,9513,0,0.362
20190517_004.lcd,acetate,STD-0114,5 mM Mix,15.359,136735,1,14.742,16.833,4807,-----,5.57762,9443.878,0,0.363
20190517_005.lcd,acetate,STD-0115,2.5 mM Mix,15.359,70407,1,14.767,16.592,2540,-----,2.87198,9547.72,0,0.362
20190517_006.lcd,acetate,STD-0116,1 mM Mix,15.365,21440,1,14.883,16.15,932,-----,0.87457,10878.831,0.845,0.339
20190517_007.lcd,acetate,STD-0117,0.5 mM Mix,15.362,10504,1,14.933,16.125,459,-----,0.42848,11140.431,0.852,0.341
20190517_008.lcd,acetate,STD-0118,0.25 mM Mix,15.369,4950,1,14.967,15.842,228,-----,0.20192,10664.266,0.748,0.335
20190517_009.lcd,acetate,STD-0119,0.1 mM Mix,15.377,1657,1,15.075,15.7,88,-----,0.06761,15266.597,0.561,0.298
20190517_010.lcd,acetate,BLANK,Water,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_011.lcd,acetate,A1,A1,15.246,109520,1,14.633,16.042,3382,-----,4.46749,5468.107,1.099,0.497
20190517_012.lcd,acetate,B1,B1,15.284,322246,1,14.458,16.05,8484,-----,13.14486,4658.081,0,0.542
20190517_013.lcd,acetate,C1,C1,15.173,103045,1,14.767,15.567,3472,-----,4.20335,4369.625,0,0
20190517_014.lcd,acetate,E1,E1,15.131,60054,1,14.725,15.592,2776,-----,2.44969,10456.397,0.676,0.346
20190517_015.lcd,acetate,F1,F1,15.332,245736,1,14.608,16.2,8543,-----,10.02392,7348.799,1.089,0.411
20190517_016.lcd,acetate,A2,A2,15.294,251704,1,14.475,15.725,6259,-----,10.26733,2491.454,0,0
20190517_017.lcd,acetate,B2,B2,15.348,121681,1,14.892,15.808,4259,-----,4.96352,6823.83,0,0.435
20190517_018.lcd,acetate,C2,C2,15.166,92793,1,14.75,15.567,3091,-----,3.78515,4333.293,0,0
20190517_019.lcd,acetate,D2,D2,15.338,203767,1,14.667,16.025,7331,-----,8.31191,7979.93,1.092,0.393
20190517_020.lcd,acetate,E2,E2,15.141,179291,1,14.633,15.525,6138,-----,7.31353,4972.74,0,0.546
20190517_021.lcd,acetate,A3,A3,15.313,211481,1,14.683,16.1,6883,-----,8.62658,6201.501,0,0.444
20190517_022.lcd,acetate,B3,B3,15.319,103592,1,14.792,15.75,3096,-----,4.22565,3964.002,0,0.582
20190517_023.lcd,acetate,C3,C3,15.157,83997,1,14.75,15.533,2993,-----,3.42636,5148.138,0,0.507
20190517_024.lcd,acetate,D3,D3,15.326,334312,1,14.517,16.2,11530,-----,13.63703,7396.201,1.114,0.409
20190517_025.lcd,acetate,E3,E3,15.122,274757,1,14.675,15.583,9677,-----,11.20769,6459.924,0,0.439
20190517_026.lcd,acetate,A4,A4,15.278,93530,1,14.683,16.05,2988,-----,3.81522,5709.609,1.11,0.471
20190517_027.lcd,acetate,B4,B4,15.305,224420,1,14.5,15.875,6605,-----,9.15439,4729.727,0,0.512
20190517_028.lcd,acetate,D4,D4,15.338,264245,1,14.7,16.067,9205,-----,10.77891,7721.867,1.131,0.4
20190517_029.lcd,acetate,E4,E4,15.139,113052,1,14.758,15.533,4125,-----,4.61155,6024.763,0,0.466
20190517_030.lcd,acetate,F4,F4,15.331,147103,1,14.717,15.917,5569,-----,6.00055,8230.54,0.963,0.387
20190517_031.lcd,acetate,A5,A5,15.283,165350,1,14.7,15.883,4575,-----,6.74483,4243.855,0,0.552
20190517_032.lcd,acetate,B5,B5,15.34,182978,1,14.442,15.925,5328,-----,7.46391,5855.932,0,0.468
20190517_033.lcd,acetate,D5,D5,15.145,165166,1,14.7,15.608,5286,-----,6.73734,4475.736,0,0.533
20190517_034.lcd,acetate,E5,E5,15.127,82567,1,14.675,15.55,3284,-----,3.36802,8090.165,0,0.391
20190517_035.lcd,acetate,A6,A6,15.171,229824,1,14.55,15.733,7620,-----,9.37481,5851.225,0,0.464
